date,channel,direction,assets_in,assets_out,unresolved,desc
2023-01-15,fa_minor,in,Freider Rojas,,0,Milwaukee Brewers signed free agent C Freider Rojas to a minor league contract.
2023-01-15,fa_minor,in,Joan Gutierrez,,0,Milwaukee Brewers signed free agent SS Joan Gutierrez to a minor league contract.
2023-01-15,fa_minor,in,Jesus Flores,,0,Milwaukee Brewers signed free agent RHP Jesus Flores to a minor league contract.
2023-01-15,fa_minor,in,Melvin Hernandez,,0,Milwaukee Brewers signed free agent RHP Melvin Hernandez to a minor league contract.
2023-01-15,fa_minor,in,Antony Gomez,,0,Milwaukee Brewers signed free agent OF Antony Gomez to a minor league contract.
2023-01-15,fa_minor,in,Ismael Yanez,,0,Milwaukee Brewers signed free agent RHP Ismael Yanez to a minor league contract.
2023-01-15,fa_minor,in,Pedro Ibarguen,,0,Milwaukee Brewers signed free agent SS Pedro Ibarguen to a minor league contract.
2023-01-15,fa_minor,in,Tyler Rodriguez,,0,Milwaukee Brewers signed free agent SS Tyler Rodriguez to a minor league contract.
2023-01-15,fa_minor,in,Roderick Flores,,0,Milwaukee Brewers signed free agent SS Roderick Flores to a minor league contract.
2023-01-15,fa_minor,in,Gabriel Colmenarez,,0,Milwaukee Brewers signed free agent RHP Gabriel Colmenarez to a minor league contract.
2023-01-15,fa_minor,in,Aldrin Gonzalez,,0,Milwaukee Brewers signed free agent RHP Aldrin Gonzalez to a minor league contract.
2023-01-15,fa_minor,in,Luiyin Alastre,,0,Milwaukee Brewers signed free agent SS Luiyin Alastre to a minor league contract.
2023-01-15,fa_minor,in,Danny Puerta,,0,Milwaukee Brewers signed free agent OF Danny Puerta to a minor league contract.
2023-01-15,fa_minor,in,Enniel Cortez,,0,Milwaukee Brewers signed free agent RHP Enniel Cortez to a minor league contract.
2023-01-15,fa_minor,in,Luis Guevara,,0,Milwaukee Brewers signed free agent RHP Luis Guevara to a minor league contract.
2023-01-15,fa_minor,in,Eric Prado,,0,Milwaukee Brewers signed free agent RHP Eric Prado to a minor league contract.
2023-01-15,fa_minor,in,Oliver Camilo,,0,Milwaukee Brewers signed free agent RHP Oliver Camilo to a minor league contract.
2023-01-15,fa_minor,in,Nestor Mena,,0,Milwaukee Brewers signed free agent RHP Nestor Mena to a minor league contract.
2023-01-15,fa_minor,in,Linbel Jimenez,,0,Milwaukee Brewers signed free agent RHP Linbel Jimenez to a minor league contract.
2023-01-15,fa_minor,in,Pedro Tovar,,0,Milwaukee Brewers signed free agent OF Pedro Tovar to a minor league contract.
2023-01-15,fa_minor,in,Luis Lameda,,0,Milwaukee Brewers signed free agent SS Luis Lameda to a minor league contract.
2023-01-15,fa_minor,in,Filippo Di Turi,,0,Milwaukee Brewers signed free agent SS Filippo Di Turi to a minor league contract.
2023-01-15,fa_minor,in,Saul Sanchez,,0,Milwaukee Brewers signed free agent RHP Saul Sanchez to a minor league contract.
2023-01-15,fa_minor,in,Lenin Mendez,,0,Milwaukee Brewers signed free agent RHP Lenin Mendez to a minor league contract.
2023-01-15,fa_minor,in,Smarlin Espinal,,0,Milwaukee Brewers signed free agent OF Smarlin Espinal to a minor league contract.
2023-01-21,fa_minor,in,Tanner Shears,,0,Milwaukee Brewers signed free agent RHP Tanner Shears to a minor league contract.
2023-01-23,fa_major,in,Brian Anderson,,0,Milwaukee Brewers signed free agent 3B Brian Anderson.
2023-01-23,fa_minor,in,Pedro Fernandez,,0,Milwaukee Brewers signed free agent RHP Pedro Fernandez to a minor league contract.
2023-01-26,passive_loss,out,,Jon Singleton,0,Milwaukee Brewers released 1B Jon Singleton.
2023-01-26,fa_minor,in,Robert Stock,,0,Milwaukee Brewers signed free agent RHP Robert Stock and  to a minor league contract and invited him to spring training.
2023-01-26,fa_minor,in,,,0,Milwaukee Brewers signed free agent RHP Robert Stock and  to a minor league contract and invited him to spring training.
2023-01-28,fa_minor,in,Skye Bolt,,0,Milwaukee Brewers signed free agent CF Skye Bolt to a minor league contract and invited him to spring training.
2023-01-28,fa_minor,in,Colin Rea,,0,Milwaukee Brewers signed free agent RHP Colin Rea and  to a minor league contract and invited him to spring training.
2023-01-28,fa_minor,in,,,0,Milwaukee Brewers signed free agent RHP Colin Rea and  to a minor league contract and invited him to spring training.
2023-01-30,fa_minor,in,,,0,"Milwaukee Brewers signed free agent CF Monte Harrison,  and  to a minor league contract and invited him to spring training."
2023-01-30,fa_minor,in,Monte Harrison,,0,"Milwaukee Brewers signed free agent CF Monte Harrison,  and  to a minor league contract and invited him to spring training."
2023-02-07,fa_minor,in,Brian Sanchez,,0,Milwaukee Brewers signed free agent LF Brian Sanchez to a minor league contract.
2023-02-09,fa_minor,in,Johan Zapata,,0,Milwaukee Brewers signed free agent RHP Johan Zapata to a minor league contract.
2023-02-10,fa_minor,in,Jon Singleton,,0,Milwaukee Brewers signed free agent 1B Jon Singleton and  to a minor league contract and invited him to spring training.
2023-02-10,fa_minor,in,,,0,Milwaukee Brewers signed free agent 1B Jon Singleton and  to a minor league contract and invited him to spring training.
2023-02-18,fa_major,in,Justin Wilson,,0,Milwaukee Brewers signed free agent LHP Justin Wilson.
2023-02-20,fa_minor,in,Argenis Aparicio,,0,Milwaukee Brewers signed free agent RHP Argenis Aparicio to a minor league contract.
2023-02-21,fa_minor,in,Luke Voit,,0,Milwaukee Brewers signed free agent 1B Luke Voit to a minor league contract and invited him to spring training.
2023-02-21,fa_minor,in,Tyler Naquin,,0,Milwaukee Brewers signed free agent CF Tyler Naquin to a minor league contract and invited him to spring training.
2023-02-28,fa_minor,in,Yeferson Tales,,0,Milwaukee Brewers signed free agent RHP Yeferson Tales to a minor league contract.
2023-03-08,fa_minor,in,Chase Costello,,0,Milwaukee Brewers signed free agent RHP Chase Costello to a minor league contract.
2023-03-15,trade,both,,Victor Castaneda,0,Milwaukee Brewers traded RHP Victor Castaneda to Tampa Bay Rays.
2023-03-28,fa_major,in,Luke Voit,,0,Milwaukee Brewers signed free agent 1B Luke Voit.
2023-04-04,fa_minor,in,Carlos Maurera,,0,Milwaukee Brewers signed free agent RHP Carlos Maurera to a minor league contract.
2023-04-09,trade,both,Bennett Sousa,,1,Cincinnati Reds traded LHP Bennett Sousa to Milwaukee Brewers for cash.
2023-04-18,waiver_claim,in,J.B. Bukauskas,,0,Milwaukee Brewers claimed RHP J.B. Bukauskas off waivers from Seattle Mariners.
2023-04-29,trade,both,,Javy Guerra,2,Milwaukee Brewers traded RHP Javy Guerra to Tampa Bay Rays for Player To Be Named Later.
2023-04-30,trade,both,Trevor Megill,,2,Minnesota Twins traded RHP Trevor Megill to Milwaukee Brewers for Player To Be Named Later and cash.
2023-05-13,fa_minor,in,Michael Reed,,0,Milwaukee Brewers signed free agent CF Michael Reed to a minor league contract.
2023-05-15,fa_major,in,Darin Ruf,,0,Milwaukee Brewers signed free agent 1B Darin Ruf.
2023-05-17,trade,both,,Lucas Erceg,1,Milwaukee Brewers traded RHP Lucas Erceg to Oakland Athletics for cash.
2023-05-24,fa_minor,in,Roman Quinn,,0,Milwaukee Brewers signed free agent CF Roman Quinn to a minor league contract.
2023-05-25,fa_major,in,Julio Teheran,,0,Milwaukee Brewers signed free agent RHP Julio Teheran.
2023-05-31,fa_minor,in,Sam Gardner,,0,Milwaukee Brewers signed free agent RHP Sam Gardner to a minor league contract.
2023-06-01,fa_minor,in,Will Childers,,0,Milwaukee Brewers signed free agent RHP Will Childers to a minor league contract.
2023-06-02,passive_loss,out,,Luke Voit,0,Milwaukee Brewers released 1B Luke Voit.
2023-06-14,fa_major,in,Raimel Tapia,,0,Milwaukee Brewers signed free agent RF Raimel Tapia.
2023-06-14,trade,both,,Taylor Floyd,0,Milwaukee Brewers traded RHP Taylor Floyd to Minnesota Twins.
2023-07-03,passive_loss,out,,Matt Bush,0,Milwaukee Brewers released RHP Matt Bush.
2023-07-03,fa_major,in,Jahmai Jones,,0,Milwaukee Brewers signed free agent CF Jahmai Jones.
2023-07-05,passive_loss,out,,Thomas Pannone,0,Milwaukee Brewers released LHP Thomas Pannone.
2023-07-05,fa_minor,in,Wilfredo Cordero,,0,Milwaukee Brewers signed free agent RHP Wilfredo Cordero to a minor league contract.
2023-07-05,fa_minor,in,Alejandro Parra,,0,Milwaukee Brewers signed free agent RHP Alejandro Parra to a minor league contract.
2023-07-06,fa_minor,in,Francisco Guevara,,0,Milwaukee Brewers signed free agent RHP Francisco Guevara to a minor league contract.
2023-07-12,trade,both,,Tyson Miller,1,Milwaukee Brewers traded RHP Tyson Miller to Los Angeles Dodgers for cash.
2023-07-15,fa_minor,in,Jesús Broca,,0,Milwaukee Brewers signed free agent LHP Jesus Broca to a minor league contract.
2023-07-15,signed_other,in,Josh Timmerman,,0,Milwaukee Brewers signed RHP Josh Timmerman.
2023-07-15,signed_other,in,Mark Manfredi,,0,Milwaukee Brewers signed LHP Mark Manfredi.
2023-07-17,signed_other,in,Brock Wilken,,0,Milwaukee Brewers signed 3B Brock Wilken.
2023-07-17,signed_other,in,Tate Kuehner,,0,Milwaukee Brewers signed LHP Tate Kuehner.
2023-07-18,signed_other,in,Jason Woodward,,0,Milwaukee Brewers signed RHP Jason Woodward.
2023-07-18,fa_minor,in,Alejandro Rodriguez,,0,Milwaukee Brewers signed free agent C Alejandro Rodriguez to a minor league contract.
2023-07-19,signed_other,in,Craig Yoho,,0,Milwaukee Brewers signed RHP Craig Yoho.
2023-07-19,fa_minor,in,Blake Whiting,,0,Milwaukee Brewers signed free agent RHP Blake Whiting to a minor league contract.
2023-07-19,signed_other,in,Ryan Birchard,,0,Milwaukee Brewers signed RHP Ryan Birchard.
2023-07-19,fa_minor,in,Bayden Root,,0,Milwaukee Brewers signed free agent RHP Bayden Root to a minor league contract.
2023-07-19,signed_other,in,Morris Austin,,0,Milwaukee Brewers signed RHP Morris Austin.
2023-07-19,signed_other,in,Mike Boeve,,0,Milwaukee Brewers signed 3B Mike Boeve.
2023-07-19,signed_other,in,Brett Wichrowski,,0,Milwaukee Brewers signed RHP Brett Wichrowski.
2023-07-20,signed_other,in,K.C. Hunt,,0,Milwaukee Brewers signed RHP K.C. Hunt.
2023-07-21,signed_other,in,Isaiah Jackson,,0,Milwaukee Brewers signed RHP Isaiah Jackson.
2023-07-21,signed_other,in,Cooper Pratt,,0,Milwaukee Brewers signed SS Cooper Pratt.
2023-07-21,fa_minor,in,Wandy Cabrera,,0,Milwaukee Brewers signed free agent RHP Wandy Cabrera to a minor league contract.
2023-07-21,signed_other,in,Eric Bitonti,,0,Milwaukee Brewers signed SS Eric Bitonti.
2023-07-24,passive_loss,out,,Raimel Tapia,0,RF Raimel Tapia elected free agency.
2023-07-25,signed_other,in,Hayden Robinson,,0,Milwaukee Brewers signed RHP Hayden Robinson.
2023-07-25,signed_other,in,Justin Chambers,,0,Milwaukee Brewers signed LHP Justin Chambers.
2023-07-25,signed_other,in,Bjorn Johnson,,0,Milwaukee Brewers signed LHP Bjorn Johnson.
2023-07-25,signed_other,in,Josh Adamczewski,,0,Milwaukee Brewers signed SS Josh Adamczewski.
2023-07-25,signed_other,in,Bishop Letson,,0,Milwaukee Brewers signed RHP Bishop Letson.
2023-07-27,trade,both,Carlos Santana,Jhonny Severino,0,Pittsburgh Pirates traded 1B Carlos Santana to Milwaukee Brewers for SS Jhonny Severino.
2023-07-31,fa_minor,in,Carlos Canales,,0,Milwaukee Brewers signed free agent RHP Carlos Canales to a minor league contract.
2023-07-31,fa_minor,in,Harrison Durow,,0,Milwaukee Brewers signed free agent RHP Harrison Durow to a minor league contract.
2023-07-31,fa_minor,in,Kegnnalex Seijas,,0,Milwaukee Brewers signed free agent C Kegnnalex Seijas to a minor league contract.
2023-07-31,waiver_loss,out,,Jake Cousins,0,Houston Astros claimed RHP Jake Cousins off waivers from Milwaukee Brewers.
2023-07-31,trade,both,Mark Canha,Justin Jarvis,1,New York Mets traded LF Mark Canha and cash to Milwaukee Brewers for RHP Justin Jarvis.
2023-08-01,fa_minor,in,Jhosep Ospino,,0,Milwaukee Brewers signed free agent RHP Jhosep Ospino to a minor league contract.
2023-08-01,trade,both,Evan McKendry,Alex Jackson,0,Milwaukee Brewers traded C Alex Jackson to Tampa Bay Rays for RHP Evan McKendry.
2023-08-01,trade,both,Bradley Blalock,Luis Urías,0,Milwaukee Brewers traded 3B Luis Urías to Boston Red Sox for RHP Bradley Blalock.
2023-08-01,trade,both,Andrew Chafin,Peter Strzelecki,0,Arizona Diamondbacks traded LHP Andrew Chafin to Milwaukee Brewers for RHP Peter Strzelecki.
2023-08-07,trade,both,,Tyler Naquin,1,Milwaukee Brewers traded CF Tyler Naquin to Chicago White Sox for cash.
2023-08-24,fa_minor,in,Fernando Abad,,0,Milwaukee Brewers signed free agent LHP Fernando Abad to a minor league contract.
2023-08-29,waiver_loss,out,,Bennett Sousa,0,Detroit Tigers claimed LHP Bennett Sousa off waivers from Milwaukee Brewers.
2023-08-31,fa_minor,in,Josh Donaldson,,0,Milwaukee Brewers signed free agent 3B Josh Donaldson to a minor league contract.
2023-08-31,fa_minor,in,Greg Allen,,0,Milwaukee Brewers signed free agent CF Greg Allen to a minor league contract.
2023-08-31,trade,both,Chris Roller,,1,Cleveland Guardians traded CF Chris Roller to Milwaukee Brewers for cash.
2023-10-02,passive_loss,out,,Brian Anderson,0,Milwaukee Brewers released 3B Brian Anderson.
2023-11-01,passive_loss,out,,Colin Rea,0,RHP Colin Rea elected free agency.
2023-11-02,passive_loss,out,,Justin Wilson,0,LHP Justin Wilson elected free agency.
2023-11-02,passive_loss,out,,Jesse Winker,0,LF Jesse Winker elected free agency.
2023-11-02,passive_loss,out,,Colin Rea,0,RHP Colin Rea elected free agency.
2023-11-02,passive_loss,out,,Darin Ruf,0,1B Darin Ruf elected free agency.
2023-11-02,fa_major,in,Colin Rea,,0,Milwaukee Brewers signed free agent RHP Colin Rea.
2023-11-02,passive_loss,out,,Carlos Santana,0,1B Carlos Santana elected free agency.
2023-11-02,passive_loss,out,,Andrew Chafin,0,LHP Andrew Chafin elected free agency.
2023-11-02,passive_loss,out,,Josh Donaldson,0,3B Josh Donaldson elected free agency.
2023-11-02,passive_loss,out,,Victor Caratini,0,C Victor Caratini elected free agency.
2023-11-02,waiver_claim,in,Vinny Capra,,0,Milwaukee Brewers claimed SS Vinny Capra off waivers from Pittsburgh Pirates.
2023-11-04,passive_loss,out,,Wade Miley,0,LHP Wade Miley elected free agency.
2023-11-04,trade,both,Blake Holub,Mark Canha,0,Milwaukee Brewers traded LF Mark Canha to Detroit Tigers for RHP Blake Holub.
2023-11-07,fa_minor,in,Jose Nova,,0,Milwaukee Brewers signed free agent RHP Jose Nova to a minor league contract.
2023-11-14,trade,both,Oliver Dunn,Hendry Mendez; Robert Moore,0,Philadelphia Phillies traded 2B Oliver Dunn to Milwaukee Brewers for LF Hendry Mendez and SS Robert Moore.
2023-11-15,trade,both,Chad Patrick,Abraham Toro,0,Milwaukee Brewers traded 3B Abraham Toro to Oakland Athletics for RHP Chad Patrick.
2023-11-16,fa_minor,in,Yonny Hernández,,0,Milwaukee Brewers signed free agent 2B Yonny Hernández to a minor league contract.
